id_teks,id_kalimat,kalimat,kata,lemma,pos,head,deprel,id
1,18,Ayah menjawab pertanyaan Rina dengan jelas.,jelas,jelas,ADJ,2,amod,6
1,18,Ayah menjawab pertanyaan Rina dengan jelas.,.,.,PUNCT,2,punct,7
1,19,Setelah makan mereka membersihkan meja.,Setelah,setelah,ADP,2,case,1
1,19,Setelah makan mereka membersihkan meja.,makan,makan,VERB,4,xcomp,2
1,19,Setelah makan mereka membersihkan meja.,mereka,mereka,PRON,4,nsubj,3
1,19,Setelah makan mereka membersihkan meja.,membersihkan,bersih,VERB,0,root,4
1,19,Setelah makan mereka membersihkan meja.,meja,meja,NOUN,4,obj,5
1,19,Setelah makan mereka membersihkan meja.,.,.,PUNCT,4,punct,6
1,20,Rina mencuci piring di wastafel.,Rina,rina,PROPN,2,nsubj,1
1,20,Rina mencuci piring di wastafel.,mencuci,cuci,VERB,0,root,2
1,20,Rina mencuci piring di wastafel.,piring,piring,NOUN,2,obj,3
1,20,Rina mencuci piring di wastafel.,di,di,ADP,5,case,4
1,20,Rina mencuci piring di wastafel.,wastafel,wastafel,NOUN,2,obl,5
1,20,Rina mencuci piring di wastafel.,.,.,PUNCT,2,punct,6
1,21,Ibu mengelap meja dengan kain bersih.,Ibu,ibu,NOUN,2,nsubj,1
1,21,Ibu mengelap meja dengan kain bersih.,mengelap,kelap,VERB,0,root,2
1,21,Ibu mengelap meja dengan kain bersih.,meja,meja,NOUN,2,obj,3
1,21,Ibu mengelap meja dengan kain bersih.,dengan,dengan,ADP,5,case,4
1,21,Ibu mengelap meja dengan kain bersih.,kain,kain,NOUN,2,obl,5
1,21,Ibu mengelap meja dengan kain bersih.,bersih,bersih,ADJ,5,amod,6
1,21,Ibu mengelap meja dengan kain bersih.,.,.,PUNCT,2,punct,7
1,22,Ayah menyapu lantai ruang makan.,Ayah,ayah,PROPN,2,nsubj,1
1,22,Ayah menyapu lantai ruang makan.,menyapu,sapu,VERB,0,root,2
1,22,Ayah menyapu lantai ruang makan.,lantai,lantai,NOUN,2,obj,3
1,22,Ayah menyapu lantai ruang makan.,ruang,ruang,NOUN,3,compound,4
1,22,Ayah menyapu lantai ruang makan.,makan,makan,VERB,4,acl,5
1,22,Ayah menyapu lantai ruang makan.,.,.,PUNCT,2,punct,6
1,23,Adik mengumpulkan sendok ke dalam wadah.,Adik,adik,PROPN,2,nsubj,1
1,23,Adik mengumpulkan sendok ke dalam wadah.,mengumpulkan,kumpul,VERB,0,root,2
1,23,Adik mengumpulkan sendok ke dalam wadah.,sendok,sendok,NOUN,2,obj,3
1,23,Adik mengumpulkan sendok ke dalam wadah.,ke,ke,ADP,6,case,4
1,23,Adik mengumpulkan sendok ke dalam wadah.,dalam,dalam,ADP,6,case,5
1,23,Adik mengumpulkan sendok ke dalam wadah.,wadah,wadah,NOUN,2,obl,6
1,23,Adik mengumpulkan sendok ke dalam wadah.,.,.,PUNCT,2,punct,7
1,24,Rumah terlihat rapi setelah dibersihkan.,Rumah,rumah,NOUN,2,nsubj:pass,1
1,24,Rumah terlihat rapi setelah dibersihkan.,terlihat,lihat,VERB,0,root,2
1,24,Rumah terlihat rapi setelah dibersihkan.,rapi,rapi,ADJ,2,amod,3
1,24,Rumah terlihat rapi setelah dibersihkan.,setelah,setelah,ADP,5,case,4
1,24,Rumah terlihat rapi setelah dibersihkan.,dibersihkan,bersih,VERB,2,xcomp,5
1,24,Rumah terlihat rapi setelah dibersihkan.,.,.,PUNCT,2,punct,6
1,25,Rina merasa senang membantu keluarga.,Rina,rina,PROPN,2,nsubj,1
1,25,Rina merasa senang membantu keluarga.,merasa,rasa,VERB,0,root,2
1,25,Rina merasa senang membantu keluarga.,senang,senang,ADJ,2,amod,3
1,25,Rina merasa senang membantu keluarga.,membantu,bantu,VERB,2,xcomp,4
1,25,Rina merasa senang membantu keluarga.,keluarga,keluarga,NOUN,4,obj,5
1,25,Rina merasa senang membantu keluarga.,.,.,PUNCT,2,punct,6
2,1,Pagi hari Andi pergi ke sekolah.,Pagi,pagi,PROPN,4,nsubj,1
2,1,Pagi hari Andi pergi ke sekolah.,hari,hari,NOUN,1,compound,2
2,1,Pagi hari Andi pergi ke sekolah.,Andi,andi,PROPN,1,flat:name,3
2,1,Pagi hari Andi pergi ke sekolah.,pergi,pergi,VERB,0,root,4
2,1,Pagi hari Andi pergi ke sekolah.,ke,ke,ADP,6,case,5
2,1,Pagi hari Andi pergi ke sekolah.,sekolah,sekolah,NOUN,4,obl,6
2,1,Pagi hari Andi pergi ke sekolah.,.,.,PUNCT,4,punct,7
2,2,Andi berjalan kaki bersama Budi.,Andi,andi,PROPN,2,nsubj,1
2,2,Andi berjalan kaki bersama Budi.,berjalan,jalan,VERB,0,root,2
2,2,Andi berjalan kaki bersama Budi.,kaki,kaki,NOUN,2,obj,3
2,2,Andi berjalan kaki bersama Budi.,bersama,bersama,ADP,5,case,4
2,2,Andi berjalan kaki bersama Budi.,Budi,budi,PROPN,2,obl,5
2,2,Andi berjalan kaki bersama Budi.,.,.,PUNCT,2,punct,6
2,3,Mereka melewati taman di dekat rumah.,Mereka,mereka,PRON,2,nsubj,1
2,3,Mereka melewati taman di dekat rumah.,melewati,lewat,VERB,0,root,2
2,3,Mereka melewati taman di dekat rumah.,taman,taman,NOUN,2,obj,3
2,3,Mereka melewati taman di dekat rumah.,di,di,ADP,6,case,4
2,3,Mereka melewati taman di dekat rumah.,dekat,dekat,ADJ,6,amod,5
2,3,Mereka melewati taman di dekat rumah.,rumah,rumah,NOUN,3,nmod,6
2,3,Mereka melewati taman di dekat rumah.,.,.,PUNCT,2,punct,7
2,4,Burung bernyanyi di atas pohon.,Burung,burung,PROPN,2,nsubj,1
2,4,Burung bernyanyi di atas pohon.,bernyanyi,nyanyi,VERB,0,root,2
2,4,Burung bernyanyi di atas pohon.,di,di,ADP,5,case,3
2,4,Burung bernyanyi di atas pohon.,atas,atas,ADP,5,nmod:lmod,4
2,4,Burung bernyanyi di atas pohon.,pohon,pohon,NOUN,2,obl,5
2,4,Burung bernyanyi di atas pohon.,.,.,PUNCT,2,punct,6
2,5,Andi membawa tas berwarna biru.,Andi,andi,PROPN,2,nsubj,1
2,5,Andi membawa tas berwarna biru.,membawa,bawa,VERB,0,root,2
2,5,Andi membawa tas berwarna biru.,tas,tas,NOUN,2,obj,3
2,5,Andi membawa tas berwarna biru.,berwarna,warna,VERB,3,acl,4
2,5,Andi membawa tas berwarna biru.,biru,biru,ADJ,4,amod,5
2,5,Andi membawa tas berwarna biru.,.,.,PUNCT,2,punct,6
2,6,Budi membawa bekal dari ibunya.,Budi,budi,PROPN,2,nsubj,1
2,6,Budi membawa bekal dari ibunya.,membawa,bawa,VERB,0,root,2
2,6,Budi membawa bekal dari ibunya.,bekal,bekal,NOUN,2,obj,3
2,6,Budi membawa bekal dari ibunya.,dari,dari,ADP,5,case,4
2,6,Budi membawa bekal dari ibunya.,ibu,ibu,NOUN,3,nmod,5
2,6,Budi membawa bekal dari ibunya.,nya,dia,PRON,5,nmod:poss,6
2,6,Budi membawa bekal dari ibunya.,.,.,PUNCT,2,punct,7
2,7,Mereka tiba di gerbang sekolah.,Mereka,mereka,PRON,2,nsubj,1
2,7,Mereka tiba di gerbang sekolah.,tiba,tiba,VERB,0,root,2
2,7,Mereka tiba di gerbang sekolah.,di,di,ADP,4,case,3
2,7,Mereka tiba di gerbang sekolah.,gerbang,gerbang,NOUN,2,obl,4
2,7,Mereka tiba di gerbang sekolah.,sekolah,sekolah,NOUN,4,compound,5
2,7,Mereka tiba di gerbang sekolah.,.,.,PUNCT,2,punct,6
2,8,Guru menyambut siswa di depan kelas.,Guru,guru,PROPN,2,nsubj,1
2,8,Guru menyambut siswa di depan kelas.,menyambut,sambut,VERB,0,root,2
2,8,Guru menyambut siswa di depan kelas.,siswa,siswa,NOUN,2,obj,3
2,8,Guru menyambut siswa di depan kelas.,di,di,ADP,5,case,4
2,8,Guru menyambut siswa di depan kelas.,depan,depan,NOUN,2,obl,5
2,8,Guru menyambut siswa di depan kelas.,kelas,kelas,NOUN,5,compound,6
2,8,Guru menyambut siswa di depan kelas.,.,.,PUNCT,2,punct,7
2,9,Andi masuk ke kelas dengan tertib.,Andi,andi,PROPN,2,nsubj,1
2,9,Andi masuk ke kelas dengan tertib.,masuk,masuk,VERB,0,root,2
2,9,Andi masuk ke kelas dengan tertib.,ke,ke,ADP,4,case,3
2,9,Andi masuk ke kelas dengan tertib.,kelas,kelas,NOUN,2,obl,4
2,9,Andi masuk ke kelas dengan tertib.,dengan,dengan,SCONJ,2,mark,5
2,9,Andi masuk ke kelas dengan tertib.,tertib,tertib,ADJ,2,amod,6
2,9,Andi masuk ke kelas dengan tertib.,.,.,PUNCT,2,punct,7
2,10,Budi duduk di bangku sebelah Andi.,Budi,budi,PROPN,2,nsubj,1
2,10,Budi duduk di bangku sebelah Andi.,duduk,duduk,VERB,0,root,2
2,10,Budi duduk di bangku sebelah Andi.,di,di,ADP,4,case,3
2,10,Budi duduk di bangku sebelah Andi.,bangku,bangku,NOUN,2,obl,4
2,10,Budi duduk di bangku sebelah Andi.,sebelah,sebelah,ADP,6,case,5
2,10,Budi duduk di bangku sebelah Andi.,Andi,andi,PROPN,4,nmod,6
2,10,Budi duduk di bangku sebelah Andi.,.,.,PUNCT,2,punct,7
2,11,Guru menjelaskan pelajaran matematika.,Guru,guru,NOUN,2,nsubj,1
2,11,Guru menjelaskan pelajaran matematika.,menjelaskan,jelas,VERB,0,root,2
2,11,Guru menjelaskan pelajaran matematika.,pelajaran,pelajar,NOUN,2,obj,3
2,11,Guru menjelaskan pelajaran matematika.,matematika,matematika,NOUN,3,compound,4
2,11,Guru menjelaskan pelajaran matematika.,.,.,PUNCT,2,punct,5
2,12,Andi mendengarkan penjelasan guru.,Andi,andi,PROPN,2,nsubj,1
2,12,Andi mendengarkan penjelasan guru.,mendengarkan,dengar,VERB,0,root,2
2,12,Andi mendengarkan penjelasan guru.,penjelasan,jelas,NOUN,2,obj,3
2,12,Andi mendengarkan penjelasan guru.,guru,guru,NOUN,3,compound,4
2,12,Andi mendengarkan penjelasan guru.,.,.,PUNCT,2,punct,5
2,13,Budi mencatat di buku tulis.,Budi,budi,PROPN,2,nsubj,1
2,13,Budi mencatat di buku tulis.,mencatat,catat,VERB,0,root,2
2,13,Budi mencatat di buku tulis.,di,di,ADP,4,case,3
2,13,Budi mencatat di buku tulis.,buku,buku,NOUN,2,obl,4
2,13,Budi mencatat di buku tulis.,tulis,tulis,NOUN,4,compound,5
2,13,Budi mencatat di buku tulis.,.,.,PUNCT,2,punct,6
2,14,Mereka mengerjakan soal dengan serius.,Mereka,mereka,PRON,2,nsubj,1
2,14,Mereka mengerjakan soal dengan serius.,mengerjakan,kerja,VERB,0,root,2
2,14,Mereka mengerjakan soal dengan serius.,soal,soal,NOUN,2,obj,3
2,14,Mereka mengerjakan soal dengan serius.,dengan,dengan,SCONJ,2,mark,4
2,14,Mereka mengerjakan soal dengan serius.,serius,serius,ADJ,2,amod,5
2,14,Mereka mengerjakan soal dengan serius.,.,.,PUNCT,2,punct,6
2,15,Guru memeriksa hasil pekerjaan siswa.,Guru,guru,PROPN,2,nsubj,1
2,15,Guru memeriksa hasil pekerjaan siswa.,memeriksa,periksa,VERB,0,root,2
2,15,Guru memeriksa hasil pekerjaan siswa.,hasil,hasil,NOUN,2,obj,3
2,15,Guru memeriksa hasil pekerjaan siswa.,pekerjaan,pekerja,NOUN,3,compound,4
2,15,Guru memeriksa hasil pekerjaan siswa.,siswa,siswa,NOUN,4,compound,5
2,15,Guru memeriksa hasil pekerjaan siswa.,.,.,PUNCT,2,punct,6
2,16,Andi mendapat nilai yang baik.,Andi,andi,PROPN,2,nsubj,1
2,16,Andi mendapat nilai yang baik.,mendapat,dapat,VERB,0,root,2
2,16,Andi mendapat nilai yang baik.,nilai,nilai,NOUN,2,obj,3
2,16,Andi mendapat nilai yang baik.,yang,yang,PRON,5,nsubj,4
2,16,Andi mendapat nilai yang baik.,baik,baik,ADJ,3,acl:relcl,5
2,16,Andi mendapat nilai yang baik.,.,.,PUNCT,2,punct,6
2,17,Budi juga mendapat nilai bagus.,Budi,budi,PROPN,3,nsubj,1
2,17,Budi juga mendapat nilai bagus.,juga,juga,ADV,3,advmod,2
2,17,Budi juga mendapat nilai bagus.,mendapat,dapat,VERB,0,root,3
2,17,Budi juga mendapat nilai bagus.,nilai,nilai,NOUN,3,obj,4
2,17,Budi juga mendapat nilai bagus.,bagus,bagus,ADJ,4,amod,5
2,17,Budi juga mendapat nilai bagus.,.,.,PUNCT,3,punct,6
2,18,Saat istirahat mereka makan bersama.,Saat,saat,SCONJ,4,mark,1
2,18,Saat istirahat mereka makan bersama.,istirahat,istirahat,NOUN,4,nsubj,2
2,18,Saat istirahat mereka makan bersama.,mereka,mereka,PRON,4,nsubj,3
2,18,Saat istirahat mereka makan bersama.,makan,makan,VERB,0,root,4
2,18,Saat istirahat mereka makan bersama.,bersama,bersama,ADV,4,advmod,5
2,18,Saat istirahat mereka makan bersama.,.,.,PUNCT,4,punct,6
2,19,Andi membuka bekal nasi goreng.,Andi,andi,PROPN,2,nsubj,1
2,19,Andi membuka bekal nasi goreng.,membuka,buka,VERB,0,root,2
2,19,Andi membuka bekal nasi goreng.,bekal,bekal,NOUN,2,obj,3
2,19,Andi membuka bekal nasi goreng.,nasi,nasi,NOUN,3,compound,4
2,19,Andi membuka bekal nasi goreng.,goreng,goreng,NOUN,4,compound,5
2,19,Andi membuka bekal nasi goreng.,.,.,PUNCT,2,punct,6
2,20,Budi membuka bekal roti isi.,Budi,budi,PROPN,2,nsubj,1
2,20,Budi membuka bekal roti isi.,membuka,buka,VERB,0,root,2
2,20,Budi membuka bekal roti isi.,bekal,bekal,NOUN,2,obj,3
2,20,Budi membuka bekal roti isi.,roti,roti,NOUN,3,compound,4
2,20,Budi membuka bekal roti isi.,isi,isi,NOUN,4,compound,5
2,20,Budi membuka bekal roti isi.,.,.,PUNCT,2,punct,6
2,21,Mereka berbagi makanan di kantin.,Mereka,mereka,PRON,2,nsubj,1
2,21,Mereka berbagi makanan di kantin.,berbagi,bagi,VERB,0,root,2
2,21,Mereka berbagi makanan di kantin.,makanan,makan,NOUN,2,obj,3
2,21,Mereka berbagi makanan di kantin.,di,di,ADP,5,case,4
2,21,Mereka berbagi makanan di kantin.,kantin,kantin,NOUN,3,nmod,5
2,21,Mereka berbagi makanan di kantin.,.,.,PUNCT,2,punct,6
2,22,Setelah istirahat mereka kembali ke kelas.,Setelah,setelah,ADP,2,case,1
2,22,Setelah istirahat mereka kembali ke kelas.,istirahat,istirahat,NOUN,4,obl,2
2,22,Setelah istirahat mereka kembali ke kelas.,mereka,mereka,PRON,4,nsubj,3
2,22,Setelah istirahat mereka kembali ke kelas.,kembali,kembali,VERB,0,root,4
2,22,Setelah istirahat mereka kembali ke kelas.,ke,ke,ADP,6,case,5
2,22,Setelah istirahat mereka kembali ke kelas.,kelas,kelas,NOUN,4,obl,6
2,22,Setelah istirahat mereka kembali ke kelas.,.,.,PUNCT,4,punct,7
2,23,Guru mengajar pelajaran bahasa Indonesia.,Guru,guru,PROPN,2,nsubj,1
2,23,Guru mengajar pelajaran bahasa Indonesia.,mengajar,ajar,VERB,0,root,2
2,23,Guru mengajar pelajaran bahasa Indonesia.,pelajaran,pelajar,NOUN,2,obj,3
2,23,Guru mengajar pelajaran bahasa Indonesia.,bahasa,bahasa,NOUN,3,compound,4
2,23,Guru mengajar pelajaran bahasa Indonesia.,Indonesia,indonesia,PROPN,4,nmod,5
2,23,Guru mengajar pelajaran bahasa Indonesia.,.,.,PUNCT,2,punct,6
2,24,Andi membaca teks dengan lantang.,Andi,andi,PROPN,2,nsubj,1
2,24,Andi membaca teks dengan lantang.,membaca,baca,VERB,0,root,2
2,24,Andi membaca teks dengan lantang.,teks,teks,NOUN,2,obj,3
2,24,Andi membaca teks dengan lantang.,dengan,dengan,ADP,5,case,4
2,24,Andi membaca teks dengan lantang.,lantang,lantang,NOUN,2,obl,5
2,24,Andi membaca teks dengan lantang.,.,.,PUNCT,2,punct,6
2,25,Budi menulis jawaban di buku.,Budi,budi,PROPN,2,nsubj,1
2,25,Budi menulis jawaban di buku.,menulis,tulis,VERB,0,root,2
2,25,Budi menulis jawaban di buku.,jawaban,jawab,NOUN,2,obj,3
2,25,Budi menulis jawaban di buku.,di,di,ADP,5,case,4
2,25,Budi menulis jawaban di buku.,buku,buku,NOUN,3,nmod,5
2,25,Budi menulis jawaban di buku.,.,.,PUNCT,2,punct,6
3,1,Sore hari Siti bermain di halaman.,Sore,sore,PROPN,4,nsubj,1
3,1,Sore hari Siti bermain di halaman.,hari,hari,NOUN,1,compound,2
3,1,Sore hari Siti bermain di halaman.,Siti,siti,PROPN,2,nmod,3
3,1,Sore hari Siti bermain di halaman.,bermain,main,VERB,0,root,4
3,1,Sore hari Siti bermain di halaman.,di,di,ADP,6,case,5
3,1,Sore hari Siti bermain di halaman.,halaman,halaman,NOUN,4,obl,6
3,1,Sore hari Siti bermain di halaman.,.,.,PUNCT,4,punct,7
3,2,Siti membawa boneka kesayangannya.,Siti,siti,PROPN,2,nsubj,1
3,2,Siti membawa boneka kesayangannya.,membawa,bawa,VERB,0,root,2
3,2,Siti membawa boneka kesayangannya.,boneka,boneka,NOUN,2,obj,3
3,2,Siti membawa boneka kesayangannya.,kesayangan,sayang,NOUN,3,compound,4
3,2,Siti membawa boneka kesayangannya.,nya,dia,PRON,4,nmod:poss,5
