id_teks,sumber_teks,id_kalimat,kalimat,hash_teks
1,cerita_1.txt,17,Rina bertanya tentang rencana hari ini.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,18,Ayah menjawab pertanyaan Rina dengan jelas.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,19,Setelah makan mereka membersihkan meja.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,20,Rina mencuci piring di wastafel.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,21,Ibu mengelap meja dengan kain bersih.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,22,Ayah menyapu lantai ruang makan.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,23,Adik mengumpulkan sendok ke dalam wadah.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,24,Rumah terlihat rapi setelah dibersihkan.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
1,cerita_1.txt,25,Rina merasa senang membantu keluarga.,e89f05dc2f612da8e34f4d1e777ac15e1582889dd0835dd6db74647410b18dbd
2,cerita_2.txt,1,Pagi hari Andi pergi ke sekolah.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,2,Andi berjalan kaki bersama Budi.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,3,Mereka melewati taman di dekat rumah.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,4,Burung bernyanyi di atas pohon.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,5,Andi membawa tas berwarna biru.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,6,Budi membawa bekal dari ibunya.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,7,Mereka tiba di gerbang sekolah.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,8,Guru menyambut siswa di depan kelas.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,9,Andi masuk ke kelas dengan tertib.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,10,Budi duduk di bangku sebelah Andi.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,11,Guru menjelaskan pelajaran matematika.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,12,Andi mendengarkan penjelasan guru.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,13,Budi mencatat di buku tulis.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,14,Mereka mengerjakan soal dengan serius.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,15,Guru memeriksa hasil pekerjaan siswa.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,16,Andi mendapat nilai yang baik.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,17,Budi juga mendapat nilai bagus.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,18,Saat istirahat mereka makan bersama.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,19,Andi membuka bekal nasi goreng.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,20,Budi membuka bekal roti isi.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,21,Mereka berbagi makanan di kantin.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,22,Setelah istirahat mereka kembali ke kelas.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,23,Guru mengajar pelajaran bahasa Indonesia.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,24,Andi membaca teks dengan lantang.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
2,cerita_2.txt,25,Budi menulis jawaban di buku.,53ba282dd19c5043977c582c25f63d4874ac72f3f708b01ce6df90a03dcb6fd9
3,cerita_3.txt,1,Sore hari Siti bermain di halaman.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,2,Siti membawa boneka kesayangannya.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,3,Teman Siti datang ke rumah.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,4,Mereka bermain bersama di bawah pohon.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,5,Siti duduk di atas tikar.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,6,Temannya membawa mainan baru.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,7,Mereka saling bertukar mainan.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,8,Ibu memanggil mereka dari dalam rumah.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,9,Ibu menyajikan kue di meja.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,10,Siti mengambil kue dengan sopan.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,11,Temannya minum air putih.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,12,Mereka berbicara tentang sekolah.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,13,Siti menceritakan pelajaran hari ini.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,14,Temannya mendengarkan dengan antusias.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,15,Mereka tertawa bersama di halaman.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,16,Angin bertiup sejuk di sore hari.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,17,Daun bergoyang di atas pohon.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,18,Siti merasa senang bermain.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,19,Temannya juga merasa gembira.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,20,Matahari mulai terbenam di barat.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,21,Ibu mengajak mereka masuk ke rumah.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,22,Siti merapikan mainannya.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,23,Temannya berpamitan kepada ibu Siti.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,24,Siti mengantar temannya ke depan rumah.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
3,cerita_3.txt,25,Siti kembali ke rumah dengan bahagia.,f8e13a3fc06a3ac26b44b77daecee918600bb0e8967a65155c52865b52f02b33
4,cerita_4.txt,1,Pagi hari Dina membantu ibu.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,2,Dina menyapu lantai ruang tamu.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,3,Ibu mencuci pakaian di halaman.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,4,Dina mengambil sapu dari gudang.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,5,Ibu menjemur pakaian di tali.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,6,Dina membersihkan debu di meja.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,7,Ayah memperbaiki kursi di teras.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,8,Adik menggambar di buku gambar.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,9,Dina mengelap jendela dengan kain.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,10,Ibu memasak sayur di dapur.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,11,Aroma masakan terasa harum.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,12,Dina menata kursi di ruang makan.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,13,Ayah masuk ke dalam rumah.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,14,Adik menunjukkan gambar kepada ayah.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,15,Ayah memuji hasil gambar adik.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,16,Dina membantu ibu menyiapkan makan siang.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,17,Mereka makan bersama di meja.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,18,Ibu menuangkan air ke gelas.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,19,Dina makan dengan tertib.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,20,Adik duduk dengan rapi.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,21,Ayah bercerita tentang pekerjaan.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,22,Dina mendengarkan dengan baik.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,23,Setelah makan Dina mencuci piring.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,24,Ibu mengelap meja makan.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
4,cerita_4.txt,25,Rumah menjadi bersih dan rapi.,c8487fc6bccb2a6d8739d04308e3544117bee66942ceae2ddd91161ad32c17d9
5,cerita_5.txt,1,Rudi pergi ke pasar bersama ibu.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,2,Rudi berjalan di samping ibu.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,3,Pasar terlihat ramai pada pagi hari.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,4,Ibu membeli sayur dari pedagang.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,5,Rudi membawa kantong belanja.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,6,Pedagang menawarkan buah segar.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,7,Ibu memilih apel merah.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,8,Rudi menghitung jumlah buah.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,9,Ibu membayar di kasir pasar.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,10,Rudi membantu membawa barang.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,11,Mereka keluar dari pasar bersama.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,12,Rudi melihat penjual mainan.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,13,Rudi meminta izin kepada ibu.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,14,Ibu mengizinkan Rudi melihat mainan.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,15,Rudi memilih bola kecil.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,16,Ibu membeli bola untuk Rudi.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,17,Rudi merasa sangat senang.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,18,Mereka berjalan pulang ke rumah.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,19,Rudi membawa bola di tangan.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,20,Ibu membawa belanjaan di tas.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,21,Sesampainya di rumah mereka beristirahat.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,22,Rudi bermain bola di halaman.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,23,Ibu menyimpan belanjaan di dapur.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,24,Ayah datang dari kantor.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
5,cerita_5.txt,25,Rudi menunjukkan bola kepada ayah.,02c4a71c0b935ca82e3968c8778cbb5dbb84509543971e2758d51e95fa5c5d0d
6,cerita_6.txt,1,Pagi hari Beni membaca buku.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,2,Beni duduk di kursi belajar.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,3,Ibu memanggil Beni dari dapur.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,4,Beni menutup buku pelajaran.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,5,Ibu meminta bantuan Beni.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,6,Beni mengambil air di sumur.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,7,Ibu memasak sayur di dapur.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,8,Beni menuangkan air ke dalam panci.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,9,Ibu mengaduk masakan dengan sendok.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,10,Aroma masakan terasa enak.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,11,Beni mencuci tangan di wastafel.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,12,Ibu menyiapkan makan pagi.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,13,Ayah duduk di ruang makan.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,14,Beni membawa piring ke meja.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,15,Mereka makan bersama di pagi hari.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,16,Ayah berbicara tentang pekerjaan.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,17,Ibu mendengarkan dengan tenang.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,18,Beni menghabiskan makanannya.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,19,Setelah makan Beni kembali belajar.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,20,Beni membuka buku di meja.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,21,Ibu membersihkan dapur.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,22,Ayah bersiap pergi ke kantor.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,23,Beni membaca dengan serius.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,24,Ibu memberi semangat kepada Beni.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
6,cerita_6.txt,25,Beni merasa termotivasi untuk belajar.,a0bb74dcda79cc1801b0d14f9eb563dbb24896ec4fcf9c52537665698cd2db06
7,cerita_7.txt,1,Pagi hari Tono pergi ke sekolah.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,2,Tono memakai seragam rapi.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,3,Ibu menyiapkan bekal untuk Tono.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,4,Tono memasukkan buku ke tas.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,5,Ayah mengantar Tono ke sekolah.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,6,Tono duduk di belakang sepeda.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,7,Mereka melewati jalan desa.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,8,Angin bertiup di pagi hari.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,9,Tono tiba di sekolah tepat waktu.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,10,Guru menyambut siswa di gerbang.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,11,Tono masuk ke kelas dengan tertib.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,12,Temannya menyapa Tono dengan ramah.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,13,Guru mengajar pelajaran sains.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,14,Tono mendengarkan dengan fokus.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,15,Temannya mencatat di buku.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,16,Guru memberi tugas kepada siswa.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,17,Tono mengerjakan tugas dengan teliti.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,18,Saat istirahat Tono bermain di lapangan.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,19,Temannya bermain bola bersama.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,20,Tono berlari di lapangan sekolah.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,21,Setelah istirahat mereka kembali ke kelas.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,22,Guru melanjutkan pelajaran.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,23,Tono menjawab pertanyaan guru.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,24,Guru memberi pujian kepada Tono.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
7,cerita_7.txt,25,Tono pulang ke rumah dengan senang.,4f497478b960c272e23d53606c36795e3b5c44125e2af0c3139e2f471eb3104f
8,cerita_8.txt,1,Pagi hari Lani membantu ibu di dapur.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,2,Lani mencuci sayur di wastafel.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,3,Ibu memotong wortel di meja.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,4,Lani menaruh sayur ke dalam mangkuk.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,5,Ibu menyalakan kompor di dapur.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,6,Air mendidih di dalam panci.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,7,Lani mengaduk sayur dengan sendok.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,8,Aroma masakan terasa harum.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,9,Ayah duduk di ruang makan.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,10,Adik bermain mobil-mobilan di lantai.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,11,Lani menyiapkan piring di meja.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,12,Ibu menuangkan sup ke mangkuk.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
8,cerita_8.txt,13,Mereka makan bersama di pagi hari.,b5b5a52277ff4624c94937cbf59b30654e4ff09347ebcd5a9d1d4a1ab4a8e231
